"prs_ResponseID","course","planSPELL"
"R_3po6dHzwBW5f0PK","AmGov"," Set aside an afternoon each week to review course materials. || Discuss progress with peers. Knowing that at some point I will fall behind, I've identified two weeks for additional time to devote to catching up."
"R_3PoAnIB4Dg5PrBe","JustS","I put 3 hours per week in my calendar to work on this course; I plan to do it from the public library or home. || I have a woman I work closely with who is also enrolled, we hope to hold one another accountable. || I hope to thoroughly review the syllabus and know what to expect, which will get me excited for certain portions and genuinely look forward to it. || If I get overwhelmed or seem to lose time, I'll give myself at least 15 minutes dedicated time to just skim and review this course-- I think just forcing myself to engage just for a little bit might help me get back on the 3 hour per week schedule. "
"R_3pop41NzRoB0NTl","JustS","quiet space in my home or office || complete course activities when children are with their father || time constraints, work needs may be an obstacle at times || my health- I live with a mental illness and could become unwell "
"R_3PQRBq6MzgyXrWd","JustS"," I plan to do the majority of my work at home or in an environment where it may further my learning for the course, such as the library. I will use my days off from work to participate on the course, making sure I complete at least one task associated with the course of these days. || In order to ensure I complete the coursework I will dedicate a set amount of hours at set times, on my days off. I will separate the lectures into weeks in order to focus on each one individually. I will ensure that each one is completed before moving on to the next. Each lecture shall have its own notebook to make it easier for me to go back and reference. || I will try to allocate extra time for an areas I find particularly difficult and seek advice from people I know with relevant experience. "
"R_3PREz4HOyW90S66","JustS"," I will be at home, 1 hour per weekday, probably in the morning, more if it turns out that I need it to complete the work. I will keep track of my timeline and take the required time to complete coursework. I don't have kids or a job right now, so I have the time if I need to add more per day or per week. If an obstacle comes up where I can't do the coursework for a number of days, I will make it up the following week. If an obstacle comes up where I don't understand the coursework, I will research my questions until I have a handle on what I'm working with. || I will take the course along side the other courses I am taking thourough edX; if I fall behind on one, I will probably fall behind on them all, which is something I'd greatly like to avoid. "
"R_3PSj9UwyeabWmxD","BioChem",""
"R_3pswejv0tjOOasc","BioChem"," Download course material and assessment details as soon as available and give a cursory perusal to determine objectives for the coming week. || Review course material thoroughly with view to understanding subject matter required to complete assessment within thouree days of material becoming available. || Prepare initial responses for assessment within four days of material becoming available. || Allow an additional two days prior to assessment deadlines for revision and seeking greater understanding where necessary. "
"R_3PtQBsM3yFVh9rk","AmGov"," Evening at home. || Organize deadlines Head on to tackle the challenge"
"R_3PTvW3Ia0EWQwys","AmGov"," The time i will be engaging on this course is when I am free and available. || I plan to study and put time into this course in my house. || I will go to tutoring or email my professor for help. || If i encounter and obstacles thouroughout the course ill email the professor for help."
"R_3PTZ2KjesSPv2Mz","BioChem"," Any free time that I have thouroughout the summer will be used to engage the course content. I plan to travel with my laptop computer to be able to do so. || I will follow the structured lesson plans to complete the course. I will remind myself of the reason I signed up for the course in the first place to respond to obstacles. "
"R_3Pv1B157dyYIT9Y","AmGov","at night I will sit for 2 hours and at morning I will do the study of the course. "
"R_3PvDWDMajMe7qIl","BioChem","After hours. Currently I am working full time. || I have a wall calendar which I have blocked out times for online study. I already have obstacles. I am using this course to make appointments with myself for 'me' time. "
"R_3Pw1lqoVglLxCI9","BioChem","At my house || I will try to understand every element from basic to complex I will respond to obstacles by using my scientific curiosity in order to master them "
"R_3PWUSKGgHKLkwLW","JustS"," I will be engaging course content at home, at my desk. I have a designated area for writing, which I intend to use to complete the course. || I will be working with course materials on a weekly basis, at least, hoping to follow the 2-4 hours per week suggestion found on the course listing. I have the most free time on weekends, and plan to work on Saturday mornings, but I also have designated time set aside for writing on Wednesday, and can easily use that. || I hope to reach out via forums if I find myself facing specific obstacles to completing the course. "
"R_3PXhFJlar3tMOgs","BioChem",""
"R_3PySCV4s9ZtKr9c","JustS"," I will spend my time engaging the course content during my working time, because generally I have free time at work || I will take notes while I'm taking the course for the future and also I can study before quizzes || I may discuss at discussion forums if I need "
"R_3PZc8ZoMqgoS0Rx","AmGov"," morning hours at home || setting aside the time before the day gets away from me Hard to say"
"R_3q7ioQZYYEATRKC","BioChem"," I have reviewed materials from my undergraduate biochemistry courses. || I intend to spend more time in concepts that I am not already familiar with and browse thourough those I already understand. I have access to a well-equipped library which I intend to use to a great extent to understand difficult concepts in depth."
"R_3q7kxqOwQAZU3NM","AmGov"," I plan to spend time engaging the course at home. || This is possible only after my job. || I want to distribute the material on dates and try to stick to the schedule. || I'll try to solve problems. "
"R_3q8O4ZLrHDDut97","BioChem",""
"R_3q99deOYmQY6u3l","BioChem",""
